# MEAN_SAMPLE_SIZE = 103764
# TOTAL_GENES = 19275
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
WHITE_NEUROBLASTOMA_WITH_1P3...          SET      19      0.11116    0.0034884      0.23675      0.31935 WHITE_NEUROBLASTOMA_WITH_1P36.3_DELETION
WHITFIELD_CELL_CYCLE_G1_S                SET     117     -0.13873    -0.010776      0.06855      0.97849 WHITFIELD_CELL_CYCLE_G1_S
WHITFIELD_CELL_CYCLE_G2                  SET     161     0.064567    0.0058765     0.061963      0.14871 WHITFIELD_CELL_CYCLE_G2
WHITFIELD_CELL_CYCLE_G2_M                SET     194    0.0083157   0.00083008     0.057247      0.44225 WHITFIELD_CELL_CYCLE_G2_M
WHITFIELD_CELL_CYCLE_LITERAT...          SET      44     -0.23644    -0.011284      0.11945      0.97611 WHITFIELD_CELL_CYCLE_LITERATURE
WHITFIELD_CELL_CYCLE_M_G1                SET     118     0.033163    0.0025868     0.072466      0.32361 WHITFIELD_CELL_CYCLE_M_G1
WHITFIELD_CELL_CYCLE_S                   SET     142     0.062418    0.0053378     0.064188      0.16543 WHITFIELD_CELL_CYCLE_S
WIEDERSCHAIN_TARGETS_OF_BMI1...          SET      57      0.19432     0.010552      0.10463     0.031648 WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2
WIELAND_UP_BY_HBV_INFECTION              SET      95     0.039391    0.0027587     0.081634      0.31472 WIELAND_UP_BY_HBV_INFECTION
WIEMANN_TELOMERE_SHORTENING_...1         SET       4       1.2892      0.01857      0.52134    0.0067084 WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_DN
WIEMANN_TELOMERE_SHORTENING_...2         SET      11     -0.22109   -0.0052803      0.26908      0.79436 WIEMANN_TELOMERE_SHORTENING_AND_CHRONIC_LIVER_DAMAGE_UP
WIERENGA_PML_INTERACTOME                 SET      41      0.27401     0.012624      0.13272     0.019486 WIERENGA_PML_INTERACTOME
WIERENGA_STAT5A_TARGETS_DN               SET     181    -0.011141   -0.0010746     0.057144      0.57729 WIERENGA_STAT5A_TARGETS_DN
WIERENGA_STAT5A_TARGETS_GROU...1         SET     120      0.06426    0.0050546     0.068593      0.17443 WIERENGA_STAT5A_TARGETS_GROUP1
WIERENGA_STAT5A_TARGETS_GROU...2         SET      49    -0.022545   -0.0011353      0.11105      0.58044 WIERENGA_STAT5A_TARGETS_GROUP2
WIERENGA_STAT5A_TARGETS_UP               SET     189      0.02563    0.0025255     0.056164      0.32408 WIERENGA_STAT5A_TARGETS_UP
WIKMAN_ASBESTOS_LUNG_CANCER_...1         SET      29    -0.037335   -0.0014471      0.13492        0.609 WIKMAN_ASBESTOS_LUNG_CANCER_DN
WIKMAN_ASBESTOS_LUNG_CANCER_...2         SET      15      0.47099     0.013134      0.18927    0.0064206 WIKMAN_ASBESTOS_LUNG_CANCER_UP
WILCOX_RESPONSE_TO_PROGESTER...1         SET      56      0.13206    0.0071083      0.10775      0.11018 WILCOX_RESPONSE_TO_PROGESTERONE_DN
WILCOX_RESPONSE_TO_PROGESTER...2         SET     144     0.013711    0.0011807      0.06943      0.42173 WILCOX_RESPONSE_TO_PROGESTERONE_UP
WILENSKY_RESPONSE_TO_DARAPLA...          SET      25     -0.15914   -0.0057276      0.15563      0.84672 WILENSKY_RESPONSE_TO_DARAPLADIB
WILLERT_WNT_SIGNALING                    SET      21    -0.091385   -0.0030148      0.17715      0.69702 WILLERT_WNT_SIGNALING
WILLIAMS_ESR1_TARGETS_DN                 SET       6     -0.93202    -0.016442      0.35946      0.99524 WILLIAMS_ESR1_TARGETS_DN
WILLIAMS_ESR1_TARGETS_UP                 SET      26     -0.12884   -0.0047287      0.16256      0.78597 WILLIAMS_ESR1_TARGETS_UP
WILLIAMS_ESR2_TARGETS_DN                 SET      11     -0.36764   -0.0087802      0.27827      0.90677 WILLIAMS_ESR2_TARGETS_DN
WILLIAMS_ESR2_TARGETS_UP                 SET      28    -0.061477   -0.0023415      0.15788       0.6515 WILLIAMS_ESR2_TARGETS_UP
WILSON_PROTEASES_AT_TUMOR_BO...1         SET       5     -0.86803    -0.013979        0.339      0.99477 WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN
WILSON_PROTEASES_AT_TUMOR_BO...2         SET      19      0.31622    0.0099235      0.17378     0.034417 WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP
WINNEPENNINCKX_MELANOMA_META...1         SET      40      0.10416    0.0047399      0.12109      0.19485 WINNEPENNINCKX_MELANOMA_METASTASIS_DN
WINNEPENNINCKX_MELANOMA_META...2         SET     157    -0.095475   -0.0085817     0.060126      0.94384 WINNEPENNINCKX_MELANOMA_METASTASIS_UP
WINTER_HYPOXIA_DN                        SET      46    -0.019272  -0.00094036       0.1168      0.56552 WINTER_HYPOXIA_DN
WINTER_HYPOXIA_METAGENE                  SET     220     0.037052    0.0039359     0.055058      0.25049 WINTER_HYPOXIA_METAGENE
WINTER_HYPOXIA_UP                        SET      89      0.13789    0.0093484     0.078042     0.038635 WINTER_HYPOXIA_UP
WINZEN_DEGRADED_VIA_KHSRP                SET      98     -0.13097   -0.0093151     0.083839      0.94086 WINZEN_DEGRADED_VIA_KHSRP
WNT_SIGNALING                            SET      87     -0.13958   -0.0093566     0.090689       0.9381 WNT_SIGNALING
WONG_ADULT_TISSUE_STEM_MODULE            SET     680     0.020237    0.0037335     0.031483      0.26018 WONG_ADULT_TISSUE_STEM_MODULE
WONG_EMBRYONIC_STEM_CELL_CORE            SET     320     -0.05713   -0.0072999     0.045107      0.89733 WONG_EMBRYONIC_STEM_CELL_CORE
WONG_ENDMETRIUM_CANCER_DN                SET      71      0.14779    0.0089532     0.095367     0.060621 WONG_ENDMETRIUM_CANCER_DN
WONG_ENDMETRIUM_CANCER_UP                SET      24    -0.094316   -0.0033261       0.1635      0.71798 WONG_ENDMETRIUM_CANCER_UP
WONG_ENDOMETRIAL_CANCER_LATE             SET       8     -0.22231   -0.0045283      0.29996      0.77069 WONG_ENDOMETRIAL_CANCER_LATE
WONG_MITOCHONDRIA_GENE_MODULE            SET     203     0.096996    0.0099019     0.053348     0.034526 WONG_MITOCHONDRIA_GENE_MODULE
WONG_PROTEASOME_GENE_MODULE              SET      46      -0.1363   -0.0066509      0.11745      0.87707 WONG_PROTEASOME_GENE_MODULE
WOOD_EBV_EBNA1_TARGETS_DN                SET      45     0.088106    0.0042522      0.11656      0.22486 WOOD_EBV_EBNA1_TARGETS_DN
WOOD_EBV_EBNA1_TARGETS_UP                SET     105     0.074072    0.0054522     0.077522      0.16967 WOOD_EBV_EBNA1_TARGETS_UP
WOO_LIVER_CANCER_RECURRENCE_...1         SET      77      0.13545     0.008544     0.086198      0.05806 WOO_LIVER_CANCER_RECURRENCE_DN
WOO_LIVER_CANCER_RECURRENCE_...2         SET      98      0.10283    0.0073138     0.077687      0.09282 WOO_LIVER_CANCER_RECURRENCE_UP
WORSCHECH_TUMOR_EVASION_AND_...1         SET      14      0.20188     0.005439      0.24255      0.20261 WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN
WORSCHECH_TUMOR_EVASION_AND_...2         SET      28      0.21361    0.0081356      0.14252     0.066968 WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_UP
WORSCHECH_TUMOR_REJECTION_DN             SET       9       0.1629    0.0035192      0.24799      0.25564 WORSCHECH_TUMOR_REJECTION_DN
WORSCHECH_TUMOR_REJECTION_UP             SET      55     0.083168    0.0044364      0.10264      0.20889 WORSCHECH_TUMOR_REJECTION_UP
WOTTON_RUNX_TARGETS_DN                   SET      28       0.2288    0.0087143      0.15514     0.070143 WOTTON_RUNX_TARGETS_DN
WOTTON_RUNX_TARGETS_UP                   SET      20      0.27812    0.0089544      0.17949     0.060639 WOTTON_RUNX_TARGETS_UP
WP_15Q112_COPY_NUMBER_VARIAT...          SET       6     -0.39039   -0.0068868      0.27659      0.92093 WP_15Q112_COPY_NUMBER_VARIATION_SYNDROME
WP_15Q133_COPY_NUMBER_VARIAT...          SET      17      0.44324     0.013158      0.23882      0.03174 WP_15Q133_COPY_NUMBER_VARIATION_SYNDROME
WP_16P112_DISTAL_DELETION_SY...          SET      31     0.037681      0.00151      0.16449      0.40941 WP_16P112_DISTAL_DELETION_SYNDROME
WP_16P112_PROXIMAL_DELETION_...          SET      69      0.13511    0.0080696      0.11917      0.12845 WP_16P112_PROXIMAL_DELETION_SYNDROME
WP_17Q12_COPY_NUMBER_VARIATI...          SET      46     -0.25953    -0.012664       0.1785      0.92701 WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME
WP_1Q211_COPY_NUMBER_VARIATI...          SET      24     -0.29639    -0.010452      0.18351      0.94685 WP_1Q211_COPY_NUMBER_VARIATION_SYNDROME
WP_22Q112_COPY_NUMBER_VARIAT...          SET     117     0.016602    0.0012896     0.081893      0.41967 WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME
WP_2Q112_COPY_NUMBER_VARIATI...          SET      36      0.26779     0.011563      0.16631     0.053688 WP_2Q112_COPY_NUMBER_VARIATION_SYNDROME
WP_2Q13_COPY_NUMBER_VARIATIO...          SET      60    0.0052173   0.00029064      0.11661      0.48216 WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME
WP_2Q211_COPY_NUMBER_VARIATI...          SET      17      0.51871     0.015398      0.22404     0.010306 WP_2Q211_COPY_NUMBER_VARIATION_SYNDROME
WP_2Q37_COPY_NUMBER_VARIATIO...          SET     132     0.004602   0.00037953     0.083483      0.47802 WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME
WP_3Q29_COPY_NUMBER_VARIATIO...          SET      62    -0.016501  -0.00093436      0.11102      0.55908 WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME
WP_4HYDROXYTAMOXIFEN_DEXAMET...          SET      18     -0.29292   -0.0089473      0.19713      0.93134 WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION
WP_7OXOC_AND_7BETAHC_PATHWAYS            SET      25     0.058298    0.0020982      0.14916      0.34796 WP_7OXOC_AND_7BETAHC_PATHWAYS
WP_7Q1123_COPY_NUMBER_VARIAT...          SET      98    -0.011139  -0.00079225     0.089754      0.54938 WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME
WP_ACETYLCHOLINE_SYNTHESIS               SET       6      -0.1354   -0.0023886      0.31243      0.66763 WP_ACETYLCHOLINE_SYNTHESIS
WP_ACE_INHIBITOR_PATHWAY                 SET      14    0.0087229   0.00023501      0.22535      0.48456 WP_ACE_INHIBITOR_PATHWAY
WP_ACQUIRED_PARTIAL_LIPODYST...          SET      10     0.075829    0.0017268      0.22493      0.36802 WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME
WP_ACTIVATION_OF_NLRP3_INFLA...          SET       7      0.44961    0.0085668      0.31137     0.074383 WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARSCOV2
WP_ACUTE_VIRAL_MYOCARDITIS               SET      83     0.015382    0.0010072     0.089064      0.43144 WP_ACUTE_VIRAL_MYOCARDITIS
WP_ADIPOGENESIS                          SET     128      0.24808      0.02015     0.076004   0.00055022 WP_ADIPOGENESIS
WP_AEROBIC_GLYCOLYSIS                    SET      11     -0.30185   -0.0072089      0.26265      0.87476 WP_AEROBIC_GLYCOLYSIS
WP_AFLATOXIN_B1_METABOLISM               SET       7      0.31029    0.0059123      0.28535      0.13843 WP_AFLATOXIN_B1_METABOLISM
WP_AGERAGE_PATHWAY                       SET      64     0.021128    0.0012155      0.10013      0.41644 WP_AGERAGE_PATHWAY
WP_AIRWAY_SMOOTH_MUSCLE_CELL...          SET      15     -0.10536   -0.0029382      0.19874        0.702 WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION
WP_ALANINE_AND_ASPARTATE_MET...          SET      12     -0.32866   -0.0081981       0.2217      0.93088 WP_ALANINE_AND_ASPARTATE_METABOLISM
WP_ALLOGRAFT_REJECTION                   SET      87     0.014824   0.00099368     0.094205      0.43748 WP_ALLOGRAFT_REJECTION
WP_ALPHA_6_BETA_4_SIGNALING_...          SET      33      0.08156    0.0033719      0.14512      0.28706 WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY
WP_ALSTROM_SYNDROME                      SET      32      0.05617    0.0022868      0.13271      0.33606 WP_ALSTROM_SYNDROME
WP_ALTERED_GLYCOSYLATION_OF_...          SET       8      0.35096    0.0071487      0.25316     0.082839 WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT
WP_ALTERNATIVE_PATHWAY_OF_FE...          SET      10      0.11072    0.0025213      0.24718       0.3271 WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS
WP_ALZHEIMERS_DISEASE                    SET     250     0.024825    0.0028089     0.049353      0.30748 WP_ALZHEIMERS_DISEASE
WP_ALZHEIMERS_DISEASE_AND_MI...          SET     250     0.024825    0.0028089     0.049353      0.30748 WP_ALZHEIMERS_DISEASE_AND_MIRNA_EFFECTS
WP_AMINO_ACID_METABOLISM                 SET      86    -0.028371   -0.0018909     0.082314      0.63482 WP_AMINO_ACID_METABOLISM
WP_AMINO_ACID_METABOLISM_IN_...          SET       7     0.019684   0.00037506        0.302      0.47402 WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS
WP_AMINO_ACID_METABOLISM_PAT...          SET       6    -0.045179  -0.00079699      0.24976      0.57177 WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION
WP_AMPACTIVATED_PROTEIN_KINA...          SET      66    -0.011387  -0.00066519     0.097989      0.54625 WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING
WP_AMPLIFICATION_AND_EXPANSI...          SET      17     -0.18982   -0.0056349      0.21622      0.80999 WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS
WP_AMYOTROPHIC_LATERAL_SCLER...          SET      36    0.0023163   0.00010001      0.12634      0.49269 WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
WP_ANDROGEN_RECEPTOR_SIGNALI...          SET      86      0.15769      0.01051     0.087556     0.035862 WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY
WP_ANGIOGENESIS                          SET      24      0.28172     0.009935      0.17153     0.050262 WP_ANGIOGENESIS
WP_ANGIOPOIETINLIKE_PROTEIN_...          SET     127    -0.070333   -0.0056903     0.070765      0.83985 WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY
WP_ANGIOTENSIN_II_RECEPTOR_T...          SET      27    -0.009896  -0.00037013       0.1602      0.52463 WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY
WP_ANTIVIRAL_AND_ANTIINFLAMM...          SET      28       0.3038     0.011571      0.15535     0.025265 WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY
WP_APOE_AND_MIR146_IN_INFLAM...          SET       7      0.65206     0.012424      0.27312    0.0084889 WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS
WP_APOPTOSIS                             SET      82     0.054549    0.0035504     0.091263      0.27502 WP_APOPTOSIS
WP_APOPTOSISRELATED_NETWORK_...          SET      52     0.080115    0.0041557      0.11412      0.24134 WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER
WP_APOPTOSIS_MODULATION_AND_...          SET      84      0.13163    0.0086705     0.083216     0.056864 WP_APOPTOSIS_MODULATION_AND_SIGNALING
WP_APOPTOSIS_MODULATION_BY_H...          SET      18     -0.10673     -0.00326      0.16932      0.73576 WP_APOPTOSIS_MODULATION_BY_HSP70
WP_ARACHIDONATE_EPOXYGENASE_...          SET       7      0.39435    0.0075138       0.2219      0.03778 WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE
WP_ARRHYTHMOGENIC_RIGHT_VENT...          SET      70      0.01504   0.00090471      0.10027      0.44039 WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY
WP_ARSENIC_METABOLISM_AND_RE...          SET       9      0.19597    0.0042337      0.24737      0.21413 WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION
WP_ARYLAMINE_METABOLISM                  SET       6    -0.009998  -0.00017637      0.30615      0.51303 WP_ARYLAMINE_METABOLISM
WP_ARYL_HYDROCARBON_RECEPTOR...1         SET      46     0.051854    0.0025302      0.11621      0.32772 WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586
WP_ARYL_HYDROCARBON_RECEPTOR...2         SET      45     0.093318    0.0045038      0.12166      0.22153 WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873
WP_ASPIRIN_AND_MIRNAS                    SET      10      0.51864      0.01181      0.26897     0.026919 WP_ASPIRIN_AND_MIRNAS
WP_ATM_SIGNALING_IN_DEVELOPM...          SET      42      0.12553    0.0058533      0.12357      0.15487 WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE
WP_ATM_SIGNALING_PATHWAY                 SET      38    -0.028794   -0.0012772      0.12123      0.59387 WP_ATM_SIGNALING_PATHWAY
WP_ATR_SIGNALING                         SET       9      0.31066    0.0067115      0.24233     0.099932 WP_ATR_SIGNALING
WP_AUTOPHAGY                             SET      30     0.038624    0.0015226      0.15814      0.40352 WP_AUTOPHAGY
WP_AUTOSOMAL_RECESSIVE_OSTEO...          SET      11    -0.053271   -0.0012723      0.25479       0.5828 WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS
WP_BARDETBIEDL_SYNDROME                  SET      84     0.025299    0.0016665     0.080302      0.37637 WP_BARDETBIEDL_SYNDROME
WP_BASE_EXCISION_REPAIR                  SET      30      0.10436    0.0041142       0.1404      0.22865 WP_BASE_EXCISION_REPAIR
WP_BDNFTRKB_SIGNALING                    SET      33     -0.13546   -0.0056001      0.13658      0.83934 WP_BDNFTRKB_SIGNALING
WP_BENZENE_METABOLISM                    SET       6      0.13459    0.0023742      0.36096      0.35463 WP_BENZENE_METABOLISM
WP_BENZOAPYRENE_METABOLISM               SET       9     0.094984     0.002052      0.26921      0.36211 WP_BENZOAPYRENE_METABOLISM
WP_BILE_ACIDS_SYNTHESIS_AND_...          SET      12      0.58309     0.014545      0.24367    0.0083623 WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION
WP_BIOGENIC_AMINE_SYNTHESIS              SET      13     -0.35445   -0.0092023      0.20175      0.96052 WP_BIOGENIC_AMINE_SYNTHESIS
WP_BIOMARKERS_FOR_PYRIMIDINE...          SET      15     -0.24588   -0.0068566      0.19633      0.89478 WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS
WP_BIOMARKERS_FOR_UREA_CYCLE...          SET      11   -0.0015632  -3.7334e-05      0.23297      0.50268 WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS
WP_BIOSYNTHESIS_AND_REGENERA...          SET       8     0.041523   0.00084578      0.27492      0.43997 WP_BIOSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE
WP_BIOSYNTHESIS_AND_TURNOVER...          SET       8     0.035834   0.00072989      0.29992      0.45245 WP_BIOSYNTHESIS_AND_TURNOVER_OF_1DEOXYSPHINGOID_BASES
WP_BIOTIN_METABOLISM_INCLUDI...          SET       8     0.067251    0.0013698      0.31106      0.41442 WP_BIOTIN_METABOLISM_INCLUDING_IMDS
WP_BLADDER_CANCER                        SET      39     -0.15952   -0.0071685      0.12697      0.89551 WP_BLADDER_CANCER
WP_BLOOD_CLOTTING_CASCADE                SET      20     0.038211    0.0012303       0.1852      0.41827 WP_BLOOD_CLOTTING_CASCADE
WP_BMP2WNT4FOXO1_PATHWAY_IN_...          SET      13     -0.27227   -0.0070687      0.24009      0.87161 WP_BMP2WNT4FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION
WP_BMP_SIGNALING_IN_EYELID_D...          SET      20     -0.19784   -0.0063696      0.20028      0.83837 WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT
WP_BONE_MORPHOGENIC_PROTEIN_...          SET      12      0.26503     0.006611      0.21728      0.11129 WP_BONE_MORPHOGENIC_PROTEIN_SIGNALING_AND_REGULATION
WP_BRAINDERIVED_NEUROTROPHIC...          SET     136    -0.027708   -0.0023192      0.07025      0.65336 WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY
WP_BREAST_CANCER_PATHWAY                 SET     152    -0.058029   -0.0051329     0.065642      0.81165 WP_BREAST_CANCER_PATHWAY
WP_BURN_WOUND_HEALING                    SET      95      0.31962     0.022384      0.08199   4.8628e-05 WP_BURN_WOUND_HEALING
WP_B_CELL_RECEPTOR_SIGNALING...          SET      92    -0.035912   -0.0024752      0.08582      0.66219 WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY
WP_CALCIUM_REGULATION_IN_CAR...          SET     147    0.0072242   0.00062849     0.066348      0.45665 WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS
WP_CALORIC_RESTRICTION_AND_A...          SET       8      0.22163    0.0045144      0.30841      0.23619 WP_CALORIC_RESTRICTION_AND_AGING
WP_CAMKK2_PATHWAY                        SET      32     -0.12069   -0.0049135      0.14391      0.79915 WP_CAMKK2_PATHWAY
WP_CANCER_IMMUNOTHERAPY_BY_C...          SET      13    -0.065664   -0.0017048       0.2047      0.62581 WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE
WP_CANCER_IMMUNOTHERAPY_BY_P...          SET      23    -0.040893   -0.0014118      0.18065      0.58954 WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE
WP_CANNABINOID_RECEPTOR_SIGN...          SET      29     -0.22731   -0.0088104      0.15078      0.93416 WP_CANNABINOID_RECEPTOR_SIGNALING
WP_CANONICAL_AND_NONCANONICA...1         SET      27     0.042478    0.0015887       0.1535      0.39099 WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING
WP_CANONICAL_AND_NONCANONICA...2         SET      17      0.35531     0.010548      0.20374     0.040595 WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING
WP_CANONICAL_NFKB_PATHWAY                SET       7      0.23608    0.0044982      0.29482      0.21164 WP_CANONICAL_NFKB_PATHWAY
WP_CARDIAC_HYPERTROPHIC_RESP...          SET      51     0.090241    0.0046358      0.11606      0.21843 WP_CARDIAC_HYPERTROPHIC_RESPONSE
WP_CARDIAC_PROGENITOR_DIFFER...          SET      52   -0.0083281  -0.00043199      0.11665      0.52846 WP_CARDIAC_PROGENITOR_DIFFERENTIATION
WP_CATALYTIC_CYCLE_OF_MAMMAL...          SET       5     -0.49377   -0.0079518      0.36386      0.91261 WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS
WP_CCL18_SIGNALING_PATHWAY               SET      32      0.10518    0.0042822      0.14163      0.22885 WP_CCL18_SIGNALING_PATHWAY
